"","P","ll","D","W","copula","params1","params2"
"531","8","37.4465660707016","400","8","claytonCopula","1.31056675858956",NA
"532","8","20.7214227184642","400","8","gumbelCopula","1.48059996272085",NA
"533","8","19.8437583557711","400","8","galambosCopula","0.736184612116577",NA
"534","8","18.98581794556","400","8","huslerReissCopula","1.11146397612091",NA
"535","8","21.1789096500334","400","8","tevCopula","0.474842925531281","1.63113824783771"
"536","8","30.0468083507891","400","8","tCopula","0.558295290989372","8.70722391430765"
"537","8","35.7670972566113","400","8","rot gumbelCopula","1.6278411263964",NA
"538","8","35.6271012173442","400","8","rot galambosCopula","0.905552418674986",NA
"539","8","35.3937371231608","400","8","rot huslerReissCopula","1.34834529562779",NA
"540","8","0","400","24","Independent",NA,NA
"541","8","13.6273722415278","400","24","normalCopula","0.397346528855553",NA
"542","8","15.528981480806","400","24","claytonCopula","0.772130577466041",NA
"543","8","6.8313412215927","400","24","gumbelCopula","1.24490844151143",NA
"544","8","7.7507569916819","400","24","galambosCopula","0.509556262715528",NA
"545","8","8.26925582065046","400","24","huslerReissCopula","0.894176763882495",NA
"546","8","8.17288304292918","400","24","tevCopula","0.958862642918748","59.9536909041468"
"547","8","13.6245253138614","400","24","tCopula","0.397454962893409","5711.73035132424"
"548","8","14.1985745249774","400","24","rot gumbelCopula","1.34103301732882",NA
"549","8","14.6919174320739","400","24","rot galambosCopula","0.613938631734671",NA
"550","8","14.8950808174856","400","24","rot huslerReissCopula","1.01195498894644",NA
"551","8","0","400","70","Independent",NA,NA
"552","8","1.209351207581","400","70","normalCopula","0.12646319867745",NA
"553","8","1.42424171388223","400","70","claytonCopula","0.171713244014139",NA
"554","8","2.39643295952234","400","70","gumbelCopula","1.11145757895849",NA
"555","8","1.85148053206959","400","70","galambosCopula","0.332946394180385",NA
"556","8","1.66163158448037","400","70","huslerReissCopula","0.636879697969015",NA
"557","8","3.15113259781503","400","70","tevCopula","-0.501868409015358","0.914952045045325"
"558","8","5.5651941754481","400","70","tCopula","0.0855377869198665","2.55637325707834"
"559","8","1.88850224545924","400","70","rot gumbelCopula","1.10289166030573",NA
"560","8","1.59860525639995","400","70","rot galambosCopula","0.326288060802736",NA
"561","8","1.47668077764771","400","70","rot huslerReissCopula","0.632131501278981",NA
"562","8","0","770","8","Independent",NA,NA
"563","8","43.6687463748779","770","8","normalCopula","0.637488990210374",NA
"564","8","39.1503590945536","770","8","claytonCopula","1.56299548553776",NA
"565","8","36.1983576063123","770","8","gumbelCopula","1.65663270661009",NA
"566","8","36.2715503062488","770","8","galambosCopula","0.92897670460909",NA
"567","8","36.2389328147486","770","8","huslerReissCopula","1.36842240131549",NA
"568","8","36.2594128483943","770","8","tevCopula","0.939248651312397","16.3929704074696"
"569","8","43.6793313487559","770","8","tCopula","0.637689130234518","83.3598755525284"
"570","8","43.6530732474468","770","8","rot gumbelCopula","1.72648341888045",NA
"571","8","44.5551551598887","770","8","rot galambosCopula","1.01365285726226",NA
"572","8","45.3324003867502","770","8","rot huslerReissCopula","1.49866048715812",NA
"573","8","0","770","24","Independent",NA,NA
"574","8","22.9790554399669","770","24","normalCopula","0.502682995396361",NA
"575","8","16.7987764085444","770","24","claytonCopula","1.07247665001234",NA
"576","8","19.1731851019012","770","24","gumbelCopula","1.43767236870558",NA
"577","8","19.1589652868571","770","24","galambosCopula","0.709649143819106",NA
"578","8","18.6665367189782","770","24","huslerReissCopula","1.10203540296137",NA
"579","8","19.2595868006668","770","24","tevCopula","0.758940436447796","5.49376316031952"
"580","8","22.9738258489791","770","24","tCopula","0.502715658167623","1419.68246870483"
"581","8","20.8271701312493","770","24","rot gumbelCopula","1.45197493664936",NA
"582","8","21.3151522629443","770","24","rot galambosCopula","0.726436628218958",NA
"583","8","21.6219718423797","770","24","rot huslerReissCopula","1.14582495514056",NA
"584","8","0","770","70","Independent",NA,NA
"585","8","27.8313054320188","770","70","normalCopula","0.537989984798655",NA
"586","8","29.6760796006524","770","70","claytonCopula","1.17025050639477",NA
"587","8","19.7382429082582","770","70","gumbelCopula","1.44409450416851",NA
"588","8","20.0689014701426","770","70","galambosCopula","0.714045851308548",NA
"589","8","20.2308137008807","770","70","huslerReissCopula","1.12341705058026",NA
"590","8","20.2000323479391","770","70","tevCopula","0.957094202119915","35.7212774586339"
"591","8","27.8164622719173","770","70","tCopula","0.537908825093781","648.41767278539"
"592","8","29.7691450553673","770","70","rot gumbelCopula","1.54871468895163",NA
"593","8","30.2159110981424","770","70","rot galambosCopula","0.827806965754746",NA
"594","8","30.7254136221287","770","70","rot huslerReissCopula","1.27589754315634",NA
"595","9","0","400","8","Independent",NA,NA
"596","9","2.18232516711529","400","8","normalCopula","0.168522281636663",NA
"597","9","-1.71446016045784","400","8","claytonCopula","0.387040739309805",NA
"598","9","4.34178262696656","400","8","gumbelCopula","1.16792996947286",NA
"599","9","3.59107069489891","400","8","galambosCopula","0.395681599233963",NA
"600","9","3.2691348667952","400","8","huslerReissCopula","0.712745675181969",NA
"601","9","5.56263104843947","400","8","tevCopula","-0.369069282823674","0.720312917427904"
"602","9","5.16934482651794","400","8","tCopula","0.219333772489434","3.82472325173069"
"603","9","1.39196051152297","400","8","rot gumbelCopula","1.10623955565903",NA
"604","9","0.964726377133251","400","8","rot galambosCopula","0.310281595144488",NA
"605","9","7.88258347483861e-15","400","8","rot huslerReissCopula","0.0901215263245432",NA
"606","9","0","400","24","Independent",NA,NA
"607","9","3.07596352757568","400","24","normalCopula","0.196629227254811",NA
"608","9","2.35162181474588","400","24","claytonCopula","0.216052268888119",NA
"609","9","2.4755066876115","400","24","gumbelCopula","1.1103546500259",NA
"610","9","3.25486879163201","400","24","galambosCopula","0.364119156850391",NA
"611","9","3.50158649531429","400","24","huslerReissCopula","0.708636951355578",NA
"612","9","3.4416479590759","400","24","tevCopula","0.924413798948112","51.7247226352953"
"613","9","3.07589649368041","400","24","tCopula","0.196626842249058","143951.400631179"
"614","9","2.64593644969694","400","24","rot gumbelCopula","1.11391420369452",NA
"615","9","3.06071228745372","400","24","rot galambosCopula","0.365584670474273",NA
"616","9","3.15539547501288","400","24","rot huslerReissCopula","0.702768254126426",NA
"617","9","0","400","70","Independent",NA,NA
"618","9","42.2518152581367","400","70","normalCopula","0.630412537741988",NA
"619","9","27.9588514799929","400","70","claytonCopula","1.66348384710984",NA
"620","9","33.2561327991596","400","70","gumbelCopula","1.61675750292193",NA
"621","9","34.1050587670476","400","70","galambosCopula","0.897892451052795",NA
"622","9","34.5321573336593","400","70","huslerReissCopula","1.34568280854753",NA
"623","9","34.4889361589983","400","70","tevCopula","0.96988554067778","35.4848757207946"
"624","9","42.2417636765775","400","70","tCopula","0.630358238806319","2434.61513820149"
"625","9","37.9252676104319","400","70","rot gumbelCopula","1.6684888499978",NA
"626","9","38.8761227066023","400","70","rot galambosCopula","0.951039006980943",NA
"627","9","39.8196877909404","400","70","rot huslerReissCopula","1.42139052545613",NA
"628","9","0","770","8","Independent",NA,NA
"629","9","9.4168019682501","770","8","normalCopula","0.340069137285544",NA
"630","9","11.612372604395","770","8","claytonCopula","0.530017384968442",NA
"631","9","5.4901530024575","770","8","gumbelCopula","1.2043467885422",NA
"632","9","5.95698464478517","770","8","galambosCopula","0.469102469463151",NA
"633","9","6.03912593636573","770","8","huslerReissCopula","0.8313052960788",NA
"634","9","6.02351999424786","770","8","tevCopula","0.915856188530383","33.0745999111383"
"635","9","9.41613335931996","770","8","tCopula","0.340016203564796","14482.407508298"
"636","9","10.2890719669186","770","8","rot gumbelCopula","1.26363896848424",NA
"637","9","11.2091872925001","770","8","rot galambosCopula","0.541306946796612",NA
"638","9","11.5785435523853","770","8","rot huslerReissCopula","0.934523467120781",NA
"639","9","0","770","24","Independent",NA,NA
"640","9","12.1493062075916","770","24","normalCopula","0.373618902900368",NA
"641","9","15.415384887476","770","24","claytonCopula","0.624981355517478",NA
"642","9","6.94032318601601","770","24","gumbelCopula","1.2353993069382",NA
"643","9","7.00640745110946","770","24","galambosCopula","0.49540197359639",NA
"644","9","6.84743052893554","770","24","huslerReissCopula","0.852208991974208",NA
"645","9","7.05510973505852","770","24","tevCopula","0.614250001700662","5.6951388625996"
"646","9","12.1449082447868","770","24","tCopula","0.373592158273617","2599.94314080772"
"647","9","12.4079144461726","770","24","rot gumbelCopula","1.29182961021223",NA
"648","9","14.1858826278939","770","24","rot galambosCopula","0.578627815659666",NA
"649","9","15.1127789400676","770","24","rot huslerReissCopula","0.997002660210718",NA
"650","9","0","770","70","Independent",NA,NA
"651","9","18.2976122987934","770","70","normalCopula","0.453118696140674",NA
"652","9","17.5124921589913","770","70","claytonCopula","0.865680595433643",NA
"653","9","11.6762522782781","770","70","gumbelCopula","1.32046248870971",NA
"654","9","12.8672790080854","770","70","galambosCopula","0.598764451257302",NA
"655","9","13.3662319664659","770","70","huslerReissCopula","1.00118790032227",NA
"656","9","13.2879172424808","770","70","tevCopula","0.96350340766719","53.67216244419"
"657","9","18.2824106099465","770","70","tCopula","0.453042434363115","933.182483159293"
"658","9","17.7598121340427","770","70","rot gumbelCopula","1.38721922871569",NA
"659","9","18.5115717895994","770","70","rot galambosCopula","0.669875059500794",NA
"660","9","18.7400476533439","770","70","rot huslerReissCopula","1.08223892677242",NA
"661","10","0","400","8","Independent",NA,NA
"662","10","0.058595333067071","400","8","normalCopula","-0.0275465426729557",NA
"663","10","0.491084934181525","400","8","claytonCopula","-0.0424803917873145",NA
"664","10","0.180308133632075","400","8","gumbelCopula","1.0256357389166",NA
"665","10","-Inf","400","8","galambosCopula",NA,NA
"666","10","-Inf","400","8","huslerReissCopula",NA,NA
"667","10","0.192276976504165","400","8","tevCopula","-0.572192692163159","2.28387279274759"
"668","10","0.532869080771595","400","8","tCopula","-0.0308519127134231","7.78195152235433"
"669","10","-1.93786156572244e-07","400","8","rot gumbelCopula","1.00000001490116",NA
"670","10","-Inf","400","8","rot galambosCopula",NA,NA
"671","10","-Inf","400","8","rot huslerReissCopula",NA,NA
"672","10","0","400","24","Independent",NA,NA
"673","10","0.0504543053854603","400","24","normalCopula","-0.0257626842958591",NA
"674","10","-0.692166180643371","400","24","claytonCopula","0.0387268529296315",NA
"675","10","0.036379855866573","400","24","gumbelCopula","1.01439725411545",NA
"676","10","-3.41890960902274e-11","400","24","galambosCopula","0.0285812554496508",NA
"677","10","-2.20112816893795e-12","400","24","huslerReissCopula","0.141741636736643",NA
"678","10","1.29021054347554","400","24","tevCopula","-0.927831768792601","0.224200865393547"
"679","10","0.0524430080333287","400","24","tCopula","-0.022688813135787","119.727049100969"
"680","10","-3.19643567855618e-07","400","24","rot gumbelCopula","1.00000001490116",NA
"681","10","-5.74529313014262e-12","400","24","rot galambosCopula","0.0240322325049196",NA
"682","10","-2.55351295663786e-15","400","24","rot huslerReissCopula","0.0885950566457571",NA
"683","10","0","400","70","Independent",NA,NA
"684","10","1.11009945546247","400","70","normalCopula","0.120322493594588",NA
"685","10","3.52867194605719","400","70","claytonCopula","0.258744369364487",NA
"686","10","0.000827254324859021","400","70","gumbelCopula","1.00242795351416",NA
"687","10","2.68651989470969e-10","400","70","galambosCopula","0.0287423092961183",NA
"688","10","0.125533273288113","400","70","huslerReissCopula","0.478807563331857",NA
"689","10","0.108674206632203","400","70","tevCopula","0.712661352056391","28.4817725465405"
"690","10","1.10932526190682","400","70","tCopula","0.120235325709459","5965.57609207426"
"691","10","2.68656131207879","400","70","rot gumbelCopula","1.11092659550696",NA
"692","10","2.87150436420984","400","70","rot galambosCopula","0.351858002215222",NA
"693","10","2.93778753222042","400","70","rot huslerReissCopula","0.682143183381393",NA
"694","10","0","770","8","Independent",NA,NA
"695","10","5.03659398961606","770","8","normalCopula","0.251414498734839",NA
"696","10","7.64931588934186","770","8","claytonCopula","0.407280910147021",NA
"697","10","2.198205504135","770","8","gumbelCopula","1.12056403864435",NA
"698","10","2.8576809219229","770","8","galambosCopula","0.371709005449343",NA
"699","10","3.10825131503528","770","8","huslerReissCopula","0.717640071555708",NA
"700","10","3.04836030538472","770","8","tevCopula","0.928134457927205","53.0525226873996"
"701","10","5.03487213749557","770","8","tCopula","0.248991636687316","6474.93409102486"
"702","10","6.82834031613413","770","8","rot gumbelCopula","1.19530164757911",NA
"703","10","7.15690168299611","770","8","rot galambosCopula","0.45887710399814",NA
"704","10","7.32408545651657","770","8","rot huslerReissCopula","0.824587739143248",NA
"705","10","0","770","24","Independent",NA,NA
"706","10","2.9911784751902","770","24","normalCopula","0.196083653512806",NA
"707","10","3.14851267193001","770","24","claytonCopula","0.267405766748586",NA
"708","10","2.01438134895235","770","24","gumbelCopula","1.10692919710173",NA
"709","10","2.28335409944245","770","24","galambosCopula","0.34916245325117",NA
"710","10","2.35316526096941","770","24","huslerReissCopula","0.678659652419638",NA
"711","10","2.32828640820683","770","24","tevCopula","0.877894761804495","34.1069321543358"
"712","10","2.98991767293991","770","24","tCopula","0.196076119119762","3807.28511127658"
"713","10","2.97792365006085","770","24","rot gumbelCopula","1.13633933194346",NA
"714","10","3.088359446921","770","24","rot galambosCopula","0.381723257503828",NA
"715","10","3.09015706263495","770","24","rot huslerReissCopula","0.715987458458685",NA
"716","10","0","770","70","Independent",NA,NA
"717","10","0.0556224212854468","770","70","normalCopula","-0.0270542716450728",NA
"718","10","0.448989783688542","770","70","claytonCopula","0.0882699332023142",NA
"719","10","-4.34641984130464e-07","770","70","gumbelCopula","1.00000001490116",NA
"720","10","-Inf","770","70","galambosCopula",NA,NA
"721","10","-Inf","770","70","huslerReissCopula",NA,NA
"722","10","-Inf","770","70","tevCopula",NA,NA
"723","10","0.0555669144360098","770","70","tCopula","-0.0270545630552383","125529.605623307"
"724","10","0.24145473486132","770","70","rot gumbelCopula","1.03164446322772",NA
"725","10","-Inf","770","70","rot galambosCopula",NA,NA
"726","10","-Inf","770","70","rot huslerReissCopula",NA,NA
"727","11","0","400","8","Independent",NA,NA
"728","11","19.227976925471","400","8","normalCopula","0.462738421345817",NA
"729","11","14.6531765333728","400","8","claytonCopula","0.886926960358534",NA
"730","11","14.379952336105","400","8","gumbelCopula","1.35282375775255",NA
"731","11","15.4912978966669","400","8","galambosCopula","0.630011852156083",NA
"732","11","16.1765296051914","400","8","huslerReissCopula","1.04525043332695",NA
"733","11","16.0605174446955","400","8","tevCopula","0.968723636002798","57.7572234990926"
"734","11","19.2262552826323","400","8","tCopula","0.463417859870715","9957.94971890002"
"735","11","16.9188368102448","400","8","rot gumbelCopula","1.37860104528867",NA
"736","11","17.7928750023403","400","8","rot galambosCopula","0.658269743010807",NA
"737","11","18.3006486498281","400","8","rot huslerReissCopula","1.0751924654744",NA
"738","11","0","400","24","Independent",NA,NA
"739","11","31.6465824717723","400","24","normalCopula","0.559197291331397",NA
"740","11","27.0617893498875","400","24","claytonCopula","1.20365853901372",NA
"741","11","22.9464205124525","400","24","gumbelCopula","1.46581300074528",NA
"742","11","24.1038095159934","400","24","galambosCopula","0.749272466872348",NA
"743","11","24.7406735228323","400","24","huslerReissCopula","1.18137428943633",NA
"744","11","24.6512214607622","400","24","tevCopula","0.971769014086701","49.7274092856721"
"745","11","31.6426498425548","400","24","tCopula","0.559006278314288","7203.94699789168"
"746","11","29.4467033407197","400","24","rot gumbelCopula","1.53254825261235",NA
"747","11","30.6242862966421","400","24","rot galambosCopula","0.81976015283192",NA
"748","11","31.6210894740037","400","24","rot huslerReissCopula","1.27791159313087",NA
"749","11","0","400","70","Independent",NA,NA
"750","11","25.9126330698336","400","70","normalCopula","0.521849365511378",NA
"751","11","14.0536145890605","400","70","claytonCopula","1.19618797502158",NA
"752","11","21.6985540256804","400","70","gumbelCopula","1.46107520823159",NA
"753","11","22.7736397863089","400","70","galambosCopula","0.738714625218325",NA
"754","11","23.5126321393493","400","70","huslerReissCopula","1.17084865275465",NA
"755","11","23.3780455184007","400","70","tevCopula","0.971650203545211","50.6014332337169"
"756","11","25.9078640435179","400","70","tCopula","0.521879018022052","1521.01946041461"
"757","11","22.5455882979314","400","70","rot gumbelCopula","1.47517222922026",NA
"758","11","22.4162177134893","400","70","rot galambosCopula","0.746315476342095",NA
"759","11","21.9547347031022","400","70","rot huslerReissCopula","1.14563758328657",NA
"760","11","0","770","8","Independent",NA,NA
"761","11","28.4591862928837","770","8","normalCopula","0.544753258377487",NA
"762","11","29.64505103534","770","8","claytonCopula","1.1535048567546",NA
"763","11","19.1953333787735","770","8","gumbelCopula","1.44696351191161",NA
"764","11","19.6353332029391","770","8","galambosCopula","0.718209552594398",NA
"765","11","19.7401748149565","770","8","huslerReissCopula","1.1241190124346",NA
"766","11","19.7271478773618","770","8","tevCopula","0.944243660447974","27.0814362765914"
"767","11","28.4588249793379","770","8","tCopula","0.544752064377968","33910.3172499798"
"768","11","28.9483865898883","770","8","rot gumbelCopula","1.53363838099758",NA
"769","11","30.4369722557366","770","8","rot galambosCopula","0.824707683897201",NA
"770","11","31.6234327261273","770","8","rot huslerReissCopula","1.29518423345109",NA
"771","11","0","770","24","Independent",NA,NA
"772","11","5.06293102911458","770","24","normalCopula","0.253865481118176",NA
"773","11","7.0842592534749","770","24","claytonCopula","0.428662371042894",NA
"774","11","2.16440401305565","770","24","gumbelCopula","1.13243813172896",NA
"775","11","2.32871573619842","770","24","galambosCopula","0.373691023251297",NA
"776","11","2.38807260067778","770","24","huslerReissCopula","0.707549162821247",NA
"777","11","2.36419753655095","770","24","tevCopula","0.87992560398361","31.7806206072518"
"778","11","5.06271277423228","770","24","tCopula","0.253881037570488","14440.5699193827"
"779","11","6.03824572058548","770","24","rot gumbelCopula","1.200759575446",NA
"780","11","6.24518611793905","770","24","rot galambosCopula","0.458502128380018",NA
"781","11","6.26577580969391","770","24","rot huslerReissCopula","0.815150859656228",NA
"782","11","0","770","70","Independent",NA,NA
"783","11","14.0197297801436","770","70","normalCopula","0.402020968663419",NA
"784","11","18.3572692090271","770","70","claytonCopula","0.69159798981714",NA
"785","11","7.90166524581267","770","70","gumbelCopula","1.25488558707873",NA
"786","11","8.36819924792499","770","70","galambosCopula","0.518492422912556",NA
"787","11","8.52728404874245","770","70","huslerReissCopula","0.893034148098751",NA
"788","11","8.50086287672383","770","70","tevCopula","0.953250750222407","52.4477010602407"
"789","11","14.0163954102063","770","70","tCopula","0.402043571395854","1842.62119405937"
"790","11","15.8646041083072","770","70","rot gumbelCopula","1.35758600226472",NA
"791","11","16.4118948635211","770","70","rot galambosCopula","0.634173700708312",NA
"792","11","16.6387628977632","770","70","rot huslerReissCopula","1.03808987160102",NA
